content,sentiment
i feel really greedy wanting all this stuff but my mom asked me to make a list so,anger
i feel like youre ashamed to be seen with me in public because im bigger than you,sadness
i feel lousy on a daily basis,sadness
i feel dirty even admitting that ive seen it much less own it on dvd,sadness
i feel for steve irwins family but it was a tragic accident,sadness
i couldnt help but feel that all these people had missed the best of the day,sadness
im feeling stressed retail therapy is the way,anger
i feel like i have doomed myself to failure,sadness
i very much enjoyed the build up and the air of suspense and confusion throughout but i cant help but feel dissatisfied by the ending,anger
i fell for it big time and feel appropriately shamed,sadness
i just cannot write when i am so sick and that means more than a week of feeling rotten which means a stalled novel,sadness
i didnt feel any emotional pulls toward anyone except the lord,sadness
i heap the guilt on and feel worthless and embarrassed because of my lack of productivity,sadness
i entered a depression feeling helpless hopeless and adrift betrayed disillusioned and wondering who i could trust,sadness
im sleeping better i still just generally feel exhausted i so hope this feeling passes soon,sadness
i closed her eyes in anger and feeling disgusted by this touch,anger
i also chat when i feel frustrated with guys but now i think about my future husband,anger
i suppose i m feeling a little sarcastic about today s holiday,anger
im already feeling less agitated,anger
i feel dirty and don t know why,sadness
im feeling a bit melancholy for some reason so im not going to post further for now but hopefully this re discovery of my old thoughts and goals will help me to re align my focus a bit,sadness
i just feel like being selfish and really live my life,anger
i feel a little sentimental about because i distinctly remember as a child celebrating my parents th birthdays and they seemed so,sadness
i feel even if he killed himself it was because he was agonized to that extent,sadness
im going at it with so much gusto i feel aching in my body already,sadness
i was happy with the progress but i was also beginning to feel a little hopeless,sadness
i can feel it physically sort of aching and now im kind of expecting a response i dont know what it would say but ive got a good idea,sadness
i remember feeling so helpless i had been a mother for no less than hours and i had already failed my daughter,sadness
i wont feel resentful or smothered or annoyed,anger
i feel like i missed my calling id be a damn good special ed teacher,sadness
im feeling rather hostile over the whole hostel situation,anger
ive been thinking about it because recently theres been times ive been overwhelmed with gratitude to the point of tears and other times im thinking about it because im im feeling so incredibly ungrateful maybe also to the point of tears and wondering why,sadness
a girl entered in the division where i work and greeted everybody but not me,anger
im in a strange situation or feeling awkward i sometimes switch into comedian mode a bit of a defence mechanism from my self conscious school days and turned some of the sessions into katrinas minute stand up routine,sadness
a certain friend tried to push me off a seat in a very violent way for no apparent reason it may be that he was excited about something,anger
i was worried that it would be awkward and i would feel lonely,sadness
i hurt their feelings for refusing to listen to their spiteful hurtful sniping at others,anger
i feel very irritated and annoyed today,anger
i feel so disturbed i have been having difficulties sleeping,sadness
i should feel all weepy,sadness
ive eaten today well ill give you the highlights i feel like focusing on the negatives like that unpleasant green curry from thai club,sadness
im heartbroken about in love with the world but i think maybe im feeling heartbroken so acutely is it came to me today that every time ive been asked to stay somewhere in the past years or so ive left,sadness
i wrong to feel so aggravated,anger
i feel like if i m too fake with lighting you ll be taken away and not immersed in the story,sadness
i feel so rude i thought as i dialed my house,anger
im feeling discontent with my sex life i feel like crying like venting about it,sadness
i didnt feel if i was having a shitty day i wouldnt usually come right out and say i was having a shitty day,sadness
i will probably just be lazy and lounge around the house and possibly go down to the pool depends how im feeling and what i can be bothered to do its my last day off before i go back to work so yeah,anger
i feel empty and lonely i want to cry but i cant i want to scream and im afraid to,sadness
i was to do the same to them i would have this guilty conscience and i would feel like a heartless bitch,anger
during the weekend at home,anger
im feeling fairly miserable about this,sadness
i feel low or exhausted i either watch this movie or listen to this poetry,sadness
i was so scared it wasnt even funny it just made me feel more pathetic and stupid,sadness
im ready to start my shots again that two and a half weeks off just flies and im feeling miserable about it the thought that these peeps will be helping me through it makes it a bearable experience to the point where when this whole thing is done and dusted i will actually miss them all,sadness
i give probably to the degree that some might see as too much but if i feel taken advantage of or wronged in any sense i have absolutely no problem shutting it down and walking away,anger
i feel embarrassed looking at wedding dresses,sadness
i consistently ask myself especially when i am feeling low or having doubts about my future,sadness
im reading through the online world of blogs i start feeling pretty dumb,sadness
i cant really explain the feeling i get inside when someone is mad at me,anger
i dont think that happens a lot so i feel insanely cranky when i couldnt get an ear immediately,anger
i cant be bothered as coming and doing is a pleasant pass time followed by cascades of positive feelings unless you are sexualy troubled,sadness
im beginning to feel listless and a bit lonely,sadness
i hate falling asleep napping during the day i wake up feeling so groggy,sadness
i have to visit them every after school and later i have to go tuition and i do not have the time to even study for my exam next week and i have a feeling that i am so going to fail a lot of my subjects and to be blamed for either not concentrating during class or not studying,sadness
ive made it through a week i just feel beaten down,sadness
i feel i begin to compare myself to others what an ugly and painful thing to do,sadness
i was left feeling embarrassed stupid but i was on a mission to fuel up with coffee is this an excuse,sadness
im feeling today youd think that the men had beaten me up,sadness
i have reason to wonder to be confused to feel angered to say youre selfish to say youre cold,anger
i feel a bit stupid for writing that but it s true,sadness
i was still feelin kind of irritable and funky from the day before but so it goes,anger
i just don t feel i have it in me to get out of bed i can will the dull throbbing of hopelessness to give way and let forth a renewed sensed of hope reflect back on my accomplishments and dig up the inner strength i ve worked so very hard to reestablish,sadness
i have been feeling crappy about myself for too long and its time for something to happen,sadness
i don t know but it seems important to them that i feel unwelcome,sadness
i do feel resentful towards other bloggers writing for and against i don t even qualify to feel offence since delhi girls are obviously punjabi,anger
i feel so burdened as if something is holding me still and weighing me down,sadness
i feel is awkward because it s too high four steps for a,sadness
i can t wait to get it over with i m not feeling stressed but absolutely hating studying,sadness
i was feeling a bit rebellious today,anger
i feel petty for thinking like i have i feel stupid that i let things get to me so easily,anger
i buy books about people i feel are equally fucked up as i am or books about zen approaches to shitty situations,anger
i don t feel like i have been shamed for my body but i have felt pressure to have a more socially acceptable body size,sadness
i know takes a lot of present moment awareness and part will be the challenge of accepting things as they are so i don t set up a feeling of wanting or discontent,sadness
i feel a bit gloomy in general and not entirely sure why,sadness
i feel very angry but once a simple msg made me blur really blur,anger
im around my husband or home alone thinking about him that i feel hopeless,sadness
i feel i cant stop aching,sadness
i really feel like everything is so worthless,sadness
ill have to admit while it was an awesome feeling many a time i didnt know what to say froze or went mind blank while observing her,sadness
i step back in the game day after day even when the odds of success seem out of favor i love on and when i feel nothing but ugly inside she is there to remind me of who i really am and nothing could be prettier than that,sadness
i should run i should always run but i controlled myself pretty well at dinner and did not even feel guilty,sadness
i don t mean to be rude but i don t feel i want to be troubled with the thoughts right now,sadness
i want to learn something new when i m feeling dull,sadness
i think of how many years i spent feeling furious at my dramatic perspective of the world and my extremely sensitive nature,anger
i woke up early and felt strangely alert and good in contrast to my usual mornings feeling groggy cranky and sore,sadness
i just feeling needy,sadness
ive been holding onto that are making me feel rotten,sadness
i was for awhile and i started feeling irritated and annoyed each time one of my kids filled up their pants again,anger
i feel kind of petty blogging about this,anger
i feel idiotic and wierd in this class,sadness
i now feel almost resigned to the loss of the hopes and dreams i once had,sadness
i feel rejected by all the men i like i gave up on asking why and what i did so they ran away,sadness
i feel awful but i just don t know how to get a child to write letters draw certain things or make up words with the paper letters i had to back onto card laminate and cut without totally losing my shit,sadness
i am not holding in my anger but i am holding it back so that i can still choose with a clearer mind and can feel it without executing someone for something petty,anger
i understand that you may feel that it is very rude that i keep destroying your house with my face,anger
i woke up feeling this aching in my heart,sadness
watching a violent movie,anger
i do not want her to feel ugly,sadness
i feel low low low just feel like i dont fail because i cant i fail because its my fault whether actually im able to do it but i just sigh its major fail fail fail,sadness
i feel so weepy like any moment i could just burst into tears,sadness
i started to feel cranky and tired up until i resupplied with these vitamins,anger
i feel kind of dumb,sadness
i have been talking with a growing number of friends over the past few months who have been telling me stories of feeling emotionally beaten up by life,sadness
i cant help but feel so helpless,sadness
i usually have a solution to these kinds of situations but right now i just feel unhappy and run down,sadness
i started to open up about it i started to feel more like myself the stephanie who isn t embarrassed by life s setbacks who tackles difficult situations with humor and honesty,sadness
i just had a baby i feel crappy about myself and my husband doesn t seem to want to have sex with me as often,sadness
i have this sort of feeling like an emotional undercurrent that im waking up in a sort of spiritual inner heart kind of way,sadness
i always feel this sadness and aching in my heart when i look at him,sadness
i am a month later feeling as hurt as i did that november th when i got his email,sadness
i feel as if i could speak volumes and be ignored,sadness
i really enjoyed feeling that i was not alone,sadness
i feel that while i was furious with the ra and the mug i was polite to her,anger
im feeling a bit listless but after the weekend from hell it had good points also im glad for some time to wind down,sadness
i feel i hated you despised you yet you can make me happy even when i was sad in a matter of minutes,sadness
im completely fine with bowler providing readers who might be going through a similar identity crisis with the message that they are not alone that their urgings and longings are normal and that they shouldnt be made to feel ashamed of them,sadness
i also love seeing a star emerge and i feel like in a few years everyone is gonna know and i can be one of those people who says obnoxious things like bah,anger
im still feeling pretty gloomy if truth be told,sadness
i can feel suffering and turmoil but it also feels the same,sadness
i start to feel annoyed about the whole thing and end up ordering pizza,anger
i am feeling and it allows me to be distracted from my own life and caught up in someone elses even though theyre not real people,anger
i didnt let the swim leave me feeling defeated,sadness
i do not however feel in any way hostile to anyone or capable of violence,anger
i feel bad for searching for rule,sadness
i feel like people are aggravated with me but why,anger
i scanned the ground methodically feeling hopeless,sadness
i admit to feeling a little foolish when i first arrived,sadness
i feel irritated useless and hopeless,anger
i feel especially strongly about this since i have hated my teeth forever i was one of the unlucky ones who got bad genetics and an even worst orthodontist and pediatric dentist,anger
i glimpsed a visitor but i could feel it was disturbed somehow whether mad or confused or something similar,sadness
i feel at the end of a run isn t because i broke a personal record or enjoyed the fog rising over the boardwalk during sunrise it s the sense of accomplishment knowing i beat my mind,sadness
i feel shitty these few days because of work,sadness
i quit my job in financial services feeling disheartened and disillusioned and i took a complete u turn in my career returning to university and studying something very different from what id been doing in my job,sadness
i feel so impatient when it comes to certain issues,anger
i still feel so empty and lonely,sadness
i feel that the perpetrator should be punished to the full extent of the law,sadness
i usually feel regretful and guilty after the quarrel usually its me who turns the talk into a quarrel i yell loudly and throw the things beside me with mama,sadness
i feel ugly to stop being lazy so i dont embarrass my friends to wear white so i could have short hair without feeling fat not that i really want short hair but still to be able to kiss someone without feeling like i have to pull away,sadness
i feel resentful of him trying to control what i do but i also don t want to do anything rash,anger
i feel all depressed,sadness
i feared would happen with a amp a after last weeks ep is now playing out just as i had pictured it in a way that makes every scene with annie and auggie just make me feel miserable,sadness
i feel terribly neglectful of my blog,sadness
i feel slightly unimportant,sadness
i ever feel anymore is when one of us gets angry,anger
i didnt respond because i feel that some days i cant just put on a fake smile and pretend like life is great and not let the negativity creep in,sadness
i fully understand the frustration that many fans are feeling but as a target blank href http twitter,sadness
i hate when im refered to that game guitar hero i mean its cool but i got the name kinda before lol and now i feel bitchy so stay the fuck outta my way,anger
i found having old pip constantly on stage rather disruptive he sometimes reacted along with young pip and sometimes didn t he sometimes moved position in dramatic scenes and he just left me feeling rather awkward,sadness
i am feeling extremely annoyed and restless,anger
i still have the lurgy and feel rotten,sadness
i get the nasty feeling that my posts are boring the pants off everyone,sadness
i had some delicious apple pie so needless to say i was feeling pretty groggy,sadness
im feeling pathetic i cant take rejection why wont you call me,sadness
i feel very frustrated and very sad,anger
i hate feeling empty and numb,sadness
i wake up real life husband i feel melancholy towards day,sadness
i feel deeply offended by some of the rhetoric and behaviour of some of the apc leaders and i cannot be expected to remain silent in the face of such expressions,anger
i felt like i couldnt let myself believe the feelings i was getting from these men that the phone call had been a fake,sadness
i didnt end up with that popular guy before the feeling i had when i was rejected its like a break up what i thought during that time la,sadness
ive recently had one of those experiences that left me feeling inadequate,sadness
i feel horrible for people whose babies accidentally suffocate from blankets and stuff because the guilt must be terrible but in a case like that it was avoidable so its more frustrating than anything,sadness
i told him if i felt better i would go with him but that i was still feeling really lousy,sadness
i feel sorry for those that can t eat mangoes amp grateful i can,sadness
i am wondering though is if i m content with feeling so much discontent,sadness
i was feeling very depressed everyday in the midst of having my dream life,sadness
i feel bad about that but this last years i started to realize no matter how many friends i have or know it doesnt matter im still a loner,sadness
i cannot help but feel that my life is a series of not so unpleasant accidents stumbling about trying to do the right thing,sadness
i was feeling somewhat defeated and completely at a loss of what to do next,sadness
i remember feeling awkward and strange during my first few weeks,sadness
i found it really sad here are people feeling unhappy because the expectations they have about marriage and relationships are based on ideas that dont seem to connect with their real lives,sadness
i feel hated betrayed paranoid childish and hurt,sadness
i feel im ugly i feel that i dont deserve to exist in this world,sadness
ive spent years feeling resentful and trying to curb that feeling of resentment,anger
i feel after a horrible winter,sadness
i cannot describe how happy i feel an emotional may sophat a year old patient from kandal said in the recovery room,sadness
i am feeling a little homesick for colorado,sadness
ive been feeling like im running on empty and fearful that ill get my usual progression of sinus infection to walking pneumonia so ive been pounding the a href http www,sadness
i get up with max and feel so exhausted that i crawl back upstairs and find sleep for another hour or so but each week i try to make sure i workout days,sadness
i am feeling melancholy sad depressed ok even angry that this is my second year without my oldest and youngest daughters klysta passed days ago andrea has chosen to not be with her family,sadness
im feeling lonely while scott is at work,sadness
i can use the data comparatively to determine whether i am feeling disappointed elated inspired et cetera,sadness
ill admit that hes a pretty good designer but i feel like hes totally fake,sadness
i feel like i am kinda being bitchy to alot of people but whatever,anger
i feel like drinkin drinkin angry someones gonna die whiskey and beer les paul a href http farm,anger
i feel so envious and proud of you at the same time if it is at all possible to feel that way,anger
im feeling angry i think i strop about ruffling the air and inflating my position and exaggerating the issue,anger
i feel my blood pound up my back and in my ears and i throw up it hurts point blank and period it hurts,sadness
ive been feeling disheartened by the young adult genre after quite a few badly written novels but this one has restored my spirit and captured my heart,sadness
i be able to look them in the face again without feeling awkward,sadness
i always feel terrible afterwards and even more helpless which is yet another thing perpetuating my depression,sadness
i am feeling irritable cranky often,anger
i moved into uni today and i feel so homesick and lonely and useless and part of mes saying fuck it go home and get a job and sod the degree,sadness
i can also feel the pain along with the characters and in which i also feel devastated and depressive because of all the pain they have to suffer and endure,sadness
i was in seoul i could help but feel jealous,anger
i awoke an hour after feeling groggy,sadness
i was made to feel like a pathetic piece of shit because i suffer from a mental illness multiple actually,sadness
i still feel like i was somehow one of the family members horribly wronged by the tragic events that have transpired today,anger
i feel bitchy today its as if today i realized that i couldnt count on any of my friends anymore,anger
i cannot deny that right now i am feeling disillusioned with the avon,sadness
this sounds really predictable and usual but it was absolutely heartrending at the time my first lover i was just rang up one day and announced that he had found another woman i never saw him again and it hurt because i was positive that it was true love,sadness
i feel hopeless and in serious need of encouragement,sadness
i feel disappointed impatient frustrated with myself as a guitar player,sadness
i feel anybody got angry to me in an awkward silence,anger
i want to please him but i feel resentful that he doesn t get how exhausted i feel all the time and how painful it is for me when i m not warmed up properly,anger
i feel a mad connection with your body and this is how i decided to kick off side a,anger
i wont do it anymore i wont allow myself to be stressed and feeling rushed and like its all a race to be better and one up,anger
i read after watching the film argued that it makes sense for its author to feel so offended by the changes from the truth that were made in the film as it is being used in an attempt to effect real life verdicts,anger
i was trying to be a friend to him so that he wouldnt feel rejected by me,sadness
i have a feeling they ll think it s dumb so i d rather just do this on my own for a while,sadness
im feeling a little disillusioned about vision therapy lately,sadness
i feel about gift cards they re after thoughts and rude,anger
i have been staying in the word and memorizing scripture and through this i feel that god is showing me just how ugly my heart is,sadness
i feel pretty tortured because i work a job and often the inspiration strikes while im at work,anger
i am feeling rather bitter and rather defeated over a multitude of subjects but lets talk about the main one,anger
i hurt went on and found someone more worthwhile so why when i cast my mind back to those times does it still make me feel ashamed,sadness
i feel ungrateful too,sadness
i go further let me tell you why i feel unhappy,sadness
im feeling kind of lonely right now even though i just talked to jack sarah and a lot of my other friends,sadness
i feel like tna missed a trick not keeping the tag team of crimson and amazing red alive,sadness
im personally happy grateful and embracing each moment but i feel that my patriotism is being abused,sadness
i finally fell asleep feeling angry useless and still full of anxiety,anger
i didn t expect reps to make me ache really especially as i often lift heavier for more reps but i have to say i can feel my muscles aching already,sadness
i wanted to upgrade the characters i was creating and engage them in battles of a similar setting transformations the raising of energy flashy colors chaotic explosions feelings of desperation when the adversary has you beaten etc,sadness
i feel very hopeless,sadness
i mean geez cara was raised not to feel compassion she had all love and feeling tortured and beaten from her at a very young age thats how the mord sith work,anger
i made to take my mind of feeling soooo rotten,sadness
i commented trying to keep my voice reasonably free from the feelings which gripped me i believe were beaten hendricks,sadness
i just have a general feeling of this unpleasant heaviness from my stomach up,sadness
i do feel a bit rotten,sadness
im faced with the dreading feeling that no it wont work and all this will have been in vain,sadness
i am feeling that he does i wonder if such a dangerous place could be settled with the mentality that the enmayi have to bring to the possibility,anger
i feel ashamed youre perfectly fine granting,sadness
i feel i need to be punished,sadness
i want to push myself to think more in terms of discipline and what is a pro goal and pro me choice and not immediately default to feeling deprived,sadness
i feel like at times i am lauren for trying to help my friend see that her boyfriend is a lousy guy yes they might be best friends and never let that go but they re both not good for each other,sadness
im not feeling so whiney about going alone to my conversion,sadness
i feel absolutely guilty about this and crazy at the same time i am pregnant and i am suppose to get rounder,sadness
i not now creative muse feels so low lack words to haiku for haiku heights prompt confession p,sadness
im feeling very petty right now,anger
i feel weepy a lot,sadness
i stray i feel the pains of loneliness and discontent,sadness
im feeling rebellious and need to do something to relieve some of the turmoil in my body,anger
i forgot to take my meds this morning and i am predictably feeling irritable but less predictably i have been sitting here all day thinking ima kill a bitch if i dont get my hands on a chocolate cupcake,anger
i hope the two of you don t feel it was all in vain,sadness
i even got mad at god a little because i feel like im being punished,sadness
im going to say is that i know my activities are out of balance when i start feeling burdened by something that is supposed to be fun,sadness
i feel so ugly lately,sadness
i remember feeling so lonely as a child in my room even though i had a lot of toys to keep me occupied,sadness
i feel this place was tragic,sadness
i don t feel rejected although i admit that i used to,sadness
i spent the rest of the morning feeling discouraged and disappointed,sadness
i want to be irreplaceable and until i find the person who makes me feel that way than i think id rather stay single because if im not your number than whats the point i refuse to be just something you settle for maybe im just stubborn but its how i feel so idrc,anger
i know but it still feels very unpleasant,sadness
i feel a bit helpless but its good in terms of her having to step up to the plate to get herself ready,sadness
i feel broke inside but i wont admit cause its you i miss and its soo hard to say goodbye when it comes to this,sadness
i am just so sick of feeling hated and lonely and dumb and unloved and forgotten,anger
i think sleeping more is good since ive been feeling sleep deprived all summer,sadness
i hope she didnt get that feeling i didnt want to make her feel bad about bringing it up,sadness
i feel the market is in a somewhat dangerous position for traders who end up on the wrong side right now,anger
i think about it the worse i feel in his shoes i would be devastated not least because it was as far as he was concerned sort of out of the blue,sadness
im going to help you in this so if you feel that regretful then buy me an ice cream the next time we see each other,sadness
i felt like talking too but i didn t know what to say to cause any real damage so that at least my cousin didn t feel alone not that he needed me anyway i tell you he could take on a battalion if necessary,sadness
i was asked to comment about how i feel about receiving this award and all i said was i feel very embarrassed to be here right now,sadness
i feel like i have gone for broke,sadness
i woke up feeling listless and dehydrated from a weekend that included a strip club tackle football hours of binge drinking and a hockey game so i decided not to go to work,sadness
i left feeling annoyed and angry thinking that i was the center of some stupid joke,anger
i guess we all feel ugly in some sort of way,sadness
i was feeling stressed and a little lonely earlier and now i feel stressed lonely and sick,sadness
i know that i shouldn t let people decide my happiness but damn it feels like i either have to risk my happiness to please other people that s how much i hate this school this school is fucking pathetic and doesn t deserve my time and money,sadness
i feel the earth move tribute to carole king karaoke mix bewertung rel nofollow target blank,sadness
i mustered up energy to feel christmassy i remember feeling kind of pissed off at the bad timing of everything,anger
i remember when i started feeling homesick,sadness
i feeling so low now,sadness
i feel like he was miserable because im happy,sadness
i wouldn t feel submissive which has it s place but not in the work environment,sadness
i feel a bit insulted by that as i am nothing like other women i bloody hate them and their incessant bitching in general over bloody nothing most of the time,anger
i was feeling angry at myself for feeling self conscious about my shorts or for wishing that i wasnt alone,anger
i did not feel love from the men who abused,sadness
i feel like i just am so discontent with my work load and with myself,sadness
ive been feeling really spiteful lately so i think ill just sit here and listen to rammstein,anger
i feel very hostile at the thought of taking out my credit card,anger
i feel bitter to see what i ve become,anger
ive been feeling disgusted and ashamed,anger
i feel like ive missed my calling to be a vet because i could spend all day every day visiting with gods precious and magnificent creatures,sadness
im tired of feeling dumb,sadness
im not really a fan of seafood and all that so i feel quite sorry when people kill live clams and prawns and shark fins,sadness
i feel like i deserve to be punished in some way amp search out ways to do that self harm non lethal overdose etc,sadness
im not taking naps during the day i havent really been feeling sleep deprived during the day and ive cut my caffeine intake to a third of what it used to be since coming back from the uk,sadness
i feel like a mollusk repeatedly beaten with a wet cloth and stabbed times in the back just for the sake of it,sadness
i feel foolish,sadness
i feel dumb now going through all those,sadness
i feel messy and out there,sadness
i think unconsciously subconsciously i feel like a vile vile being,anger
i have to say i still feel completely rotten and constantly exhausted,sadness
i try to speak up stand up for myself or simply try to insert myself into a conversation i feel selfish like an attention whore,anger
i could walk at a slow pace browse each booth as long as i wanted and dart in and out of the shops on main street without feeling rushed,anger
i feel so hopeless and usually just want o scream,sadness
i combinations frozen yogurt food art and many more snaps making me feel so miserable about my life while i was still stuck in the office,sadness
i feel highly disadvantaged,sadness
i feel jealous when i know he go out with other women,anger
i do however feel a bit envious of people who have different perfumes for different seasons,anger
i end up feeling so unwelcome i go into a spare bedroom being used as a coat closet take the xanax i had been saving the entire time and pass out,sadness
i feel awful about missing school,sadness
no response,anger
i would be the one screaming and yelling but now that ive handed bill paying responsibilities to my family i feel at peace with the idiotic long distance calls that seem to accrue every month,sadness
i feel very disturbed now thanks to this psychopath s useless and fake story,sadness
i feel this about my movies he says the fact that my name is on them that means they are doomed,sadness
i just remember getting in the car and my body feeling really lame,sadness
i feel like every day i grow stronger and become less needy of someone to fill that role,sadness
i did feel that the ending was a bit rushed and i do wonder if i might have missed certain signs but its a small thing when the story happens to be addictive and you dont notice the time passing by,anger
i wasnt so self conscious of my atrocious singing i think id be tempted to break out into this whenever a colleague is feeling defeated,sadness
i listen to this song i can feel a sorrowful atmosphere,sadness
i feel offended used and disgusted,anger
i am not actively seeking gods heart i feel lethargic directionless and slow when it comes to who i see god as and even more so how i think god sees me,sadness
i feel myself being sucked back in and this vicious cycle starts again every time you open the door and every time you show me more you back back any hints of love what is it that youre afraid of,anger
i have noticed my own increasing frustration with what i feel to be petty artificially created drama,anger
i feel irritable like no other and running will def cure that,anger
i dont drink green charged water for a few days i feel irritable and disoriented,anger
i am so tired about it and i feel so fucked up,anger
im feeling a bit jaded,sadness
i suppose its only natural to squeeze every half hour out of the last five days to spend the time with family making memories and with friends promising more but it feels like someone elses life in a numb way,sadness
i feel extremely awkward when they interview people for my job,sadness
i feel dismayed i feel like everything i thought was true was a lie but one thing i will never do is say good bye,sadness
i think thats exactly how ill be i love my year at school but were all leaving at the same time whereas it feels very sad to leave behind all my friends from years within the music department as well as the year form ive worked with for years and my amazing violin pupils,sadness
i feel terribly unkind to say it span style font size,anger
i feel resentful that i have too,anger
im feeling pretty miserable and sorry for myself,sadness
i feel it s so obnoxious another vocab word,anger
im feeling guilty for not having written a beautiful poetic post expressing how thankful i am,sadness
i have to feel whiney when i m just today one week out of surgery major abdominal surgery,sadness
ive been feeling weepy and sensitive today as time rolls towards the anniversary of my fathers death,sadness
i remember feeling impatient with the endless and convoluted fairy tale that was told throughout the book,anger
im not sure how i feel theres just that empty space you left here for me,sadness
i believe feeling duality spirituality suffering and growth in an upright position offers the manifestation of happiness simple joys and fulfillment,sadness
i will admit that i do feel a little envious when i hear of young writers who do so well,anger
i feel like i need to tattoo that peggy o mara quote onto my arm so i ll see it next time i feel disgusted disdainful or disappointed by my children s behavior,anger
i found out on a day when i was feeling stressed and unsure of my abilities,sadness
i would feel i was devastated,sadness
i don t look beefy even though i m older now i feel dirty i feel like no one would like me because i m no one,sadness
i feel like i missed out a bit in not reading this series in order,sadness
i apologize to anyone who may feel i have been a neglectful slacker mcslackerson,sadness
i feeling rejected but i became a laughing stock among my peers,sadness
im still feeling terrible even though ive had some good days,sadness
i love the feeling of the cold nipping at my nose while im in warm clothes,anger
i honestly hoped for you to wake up one day feeling terrible crying blood whatever,sadness
i am drawn to totally solid neutral bags in black and brown throw in a vibrant patent red and maybe if i m feeling dangerous a metallic clutch but that s usually the most adventurous i get with my accessories,anger
i feel all numb,sadness
i feel like she is more embarrassed that anything and cannot just let it go,sadness
i feel like im some troubled sad anti social person,sadness
im feeling ugly,sadness
i feel kinda worthless and unwanted at times cuz ive always felt that im the ugliest among all my friends cuz they are so freaking pretty oh dayummm like forever feeling inferior and stuff la,sadness
im feeling sad so i can remind myself of how i am talented and good at things and also see things that inspire me all in once place,sadness
i still have feelings for him only broke up for a month or so we re friends at the moment and i want him back as well,sadness
i feel so violent just want to break some glass,anger
i feel like i am waiting for an unpleasant meeting with someone in an authoritative position,sadness
i feel ashamed of my unproductive days,sadness
i ignore her once shell keep trying and trying and trying till i break down and feel horrible about myself,sadness
i drive home i feel like a petty thief having just stolen the exposures crudely stuck in my camera from the ancients,anger
i refuse to let myself feel bitter about the small sacrifices we have to make,anger
im packing up to leave the school and feeling sentimental,sadness
i sooooo understand feeling like an ugly brown pair of shoes in a world of designer tuxedos complete with diamond cufflinks,sadness
i did not feel troubled,sadness
i love love it and feel lethargic if i do not sweat for more than three days,sadness
i am too dazed confused and too drowned in what women looks for looks wise in a man and feel that i am doomed if i can t aspire to these,sadness
i like her too much to feel as if im being obnoxious and getting involved into somethign that has nothing to do with me,anger
ive been going to these liquor stores all my life and i still feel a bit dirty walking into one like im doing something i shouldnt be,sadness
i feel disturbed by the more and more unreasonable lie my life is taking towards,sadness
i know there are a million strollers and babies in the world but the thought that my stroller had made someone feel how ive felt so many times broke my heart,sadness
i feel so dull and inadequate around big house but such a constrained extrovert in my own home,sadness
i feel summer session title bookmark at digg rel nofollow target blank img src http www,sadness
i feel fucked up on the inside,anger
i just feel sooooooooooo fucked up at this moment,anger
i just feel jaded about it all now,sadness
i can choose to feel deprived or empowered,sadness
i feel annoyed img class aligncenter size full wp image src http mrdanbaird,anger
i thought sarah felt during the movie her thoughts feelings and fears but i dont think it was all jareths fault although i think she blamed it all on him i think it was her fault too after all she read the whole labyrinth book and she wished for him to come and take toby away,sadness
i am at an aa meeting today and really started to feel so isolated from everyone in the room,sadness
i would not hurt you or make you feel pain i would not have been so vain,sadness
i went upstairs feeling gloomy disappointed switched my phone on silent mode and watched the notebook instead,sadness
im already feeling emotional before i had a chance to say anything at all she turns to me says i love you,sadness
i had hoped to not feel the weakness to not be bothered by every song every joke i hear,anger
i feel yet you are so heartless and go for the men that will break your heart,anger
i thought i wont be affected by how youre thinking feeling but the petty side of you digust me,anger
i sound feeling ballroom cd rel nofollow target blank va prandi sound feeling ballroom cd,sadness
im starting to feel a dull pain at the front of my head between my eyes,sadness
i feel low just thinking about my motherland gives me a fresh boost of energy,sadness
i had to say a couple of things twice in order to not have some weird out of context laughter in the mix that would make the tv audience feel like theyd missed an in joke,sadness
i was expecting to say this is a very bittersweet feeling but all im feeling is bitter,anger
i feel fucked tape last year make sure you get this,anger
i sort of feel like one of those people who was unfortunate and lost their father when they were and life goes on,sadness
ive been feeling really unsuccessful in a lot of ways,sadness
i was feeling rather sentimental as i expressed to her how blessed i was that she was my mother and also my best friend,sadness
i have a feeling it could be an unpleasant experience working with her,sadness
i feel like they would only mask or dull the problems instead of help me work my way through them,sadness
im looking forward to seeing familiar faces again saying thank you and importantly staying connected in many of the wonderful ways that make a craftisan feel like its not such an isolated life after all,sadness
i miss her so much every moment but now i feel like i miss her even more like she is as far away as she has ever been because i am so distracted,anger
im going to have to tell myself this a lot today when i feel so defeated,sadness
i just feel very dull right now,sadness
i really didnt like that feeling but he hated even more that the heaviness in his chest was still growing that he made a muffled sound against hideakis lips as the other boy forcefully pressed himself against daiki,sadness
i feel gloomy yet excited,sadness
i began to feel isolated,sadness
i feel more hostile towards sarcoidosis than usual,anger
i dont read into traditions because i love them so much so to me when a stranger opens my door i dont feel offended or like he is trying to send a message to me and the rest of the world that i cant open it myself,anger
i feel agitated do i know how to quickly calm and soothe myself,anger
i take a long sip and feel the cold sensation of the iced capp,anger
i feel i rock at than i am usually devastated,sadness
i allowed myself to feel the really shitty feelings while i was running because a the endorphins were flowing so it hurt less and b so i could pretend i was running away from them,sadness
